target_chembl_id,target_name,uniprot_acc,ensembl_id
CHEMBL2189163,Cytochrome c,P99999,ENSG00000172115
CHEMBL2189164,A-type potassium channel modulatory protein KCNIP2,Q9NS61,ENSG00000120049
CHEMBL2216739,"Carnitine O-palmitoyltransferase 1, muscle isoform",Q92523,ENSG00000205560
CHEMBL2216740,Mitochondrial carnitine/acylcarnitine carrier protein,O43772,ENSG00000178537
CHEMBL2216741,Hypoxia up-regulated protein 1,Q9Y4L1,ENSG00000280682
CHEMBL2216742,Heterogeneous nuclear ribonucleoproteins C1/C2,P07910,ENSG00000092199
CHEMBL2216743,Leucine-rich repeat-containing protein 59,Q96AG4,ENSG00000108829
CHEMBL2216744,Vacuolar protein sorting-associated protein 35,Q96QK1,ENSG00000069329
CHEMBL2216745,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",O35904,
CHEMBL2216746,Voltage-gated inwardly rectifying potassium channel KCNH2,Q8WNY2,
CHEMBL2227489,Catalase,P00432,
CHEMBL2233619,Beta-lactamase SHV-95,A3FFR5,
CHEMBL2233620,Extended-spectrum beta-lactamase SHV-48,Q83YP9,
CHEMBL2233621,Uracil phosphoribosyltransferase,P0A8F0,
CHEMBL2242729,Acetylcholinesterase,Q8MZM0,
CHEMBL2242730,Pyrroline-5-carboxylate reductase,P54904,
CHEMBL2242731,Protoporphyrinogen IX oxidase,Q9M629,
CHEMBL2242732,Lanosterol 14-alpha demethylase,P49602,
CHEMBL2242733,AMP deaminase 1,P81072,
CHEMBL2242734,3-ketoacyl-CoA synthase 20,Q9FG87,
CHEMBL2242735,3-ketoacyl-CoA synthase 18,Q38860,
CHEMBL2242736,3-ketoacyl-CoA synthase 2,Q5XEP9,
CHEMBL2242737,3-ketoacyl-CoA synthase 5,Q9C6L5,
CHEMBL2242738,3-ketoacyl-CoA synthase 17,O65677,
CHEMBL2242739,3-ketoacyl-CoA synthase 1,Q9MAM3,
CHEMBL2242740,4-hydroxyphenylpyruvate dioxygenase,P93836,
CHEMBL2242741,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,O67625,
CHEMBL2242742,1-aminocyclopropane-1-carboxylate synthase 5,Q37001,
CHEMBL2242743,Acetylcholinesterase,Q7YWJ9,
CHEMBL2242744,Acetylcholinesterase,P07140,
CHEMBL2259246,Superoxide dismutase [Cu-Zn],D2Y1A6,
CHEMBL2259247,Probable L-lysine-epsilon aminotransferase,P9WQ77,
CHEMBL2259248,Endothelin receptor type B,Q9N0W7,
CHEMBL2259249,DNA ligase A,P9WNV1,
CHEMBL2268003,Photosystem II protein D1,P07753,
CHEMBL2268004,"Zeta-carotene desaturase, chloroplastic/chromoplastic",Q9SMJ3,
CHEMBL2268005,Trans-cinnamate 4-monooxygenase,Q43054,
CHEMBL2268006,Trans-cinnamate 4-monooxygenase,Q04468,
CHEMBL2268008,Trehalase,P32358,
CHEMBL2268009,Collagenase ColG,Q9X721,
CHEMBL2268010,"Allene oxide synthase, chloroplastic",Q96242,
CHEMBL2268011,Chloride channel protein clh-3,Q9BMK9,
CHEMBL2268012,C-terminal processing protease of the D1 protein,Q36792,
CHEMBL2268013,Cytochrome P450 71B1,P49264,
CHEMBL2285348,Ecdysone receptor,E3UJZ5,
CHEMBL2285349,TyR1,H9TVJ1,
CHEMBL2285350,Collagen,O01945,
CHEMBL2285351,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplastic",Q9CAK8,
CHEMBL2285352,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, chloroplastic/chromoplastic",P93841,
CHEMBL2285353,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic",P69834,
CHEMBL2285354,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic",Q9XFS9,
CHEMBL2285355,"1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic",Q38854,
CHEMBL2285356,Lycopene beta-cyclase,P21687,
CHEMBL2285357,"Glutamine synthetase, chloroplastic",P25462,
CHEMBL2295561,Lactoperoxidase,P80025,
CHEMBL2295562,Dual specificity protein phosphatase 26,Q9BV47,ENSG00000133878
CHEMBL2295563,DNA-3-methyladenine glycosylase 1,P05100,
CHEMBL2303641,Coelenterazine h 2-monooxygenase,P27652,
CHEMBL2304401,Cytosolic phospholipase A2,A4IFJ5,
CHEMBL2304402,"cGMP-specific 3',5'-cyclic phosphodiesterase",O77746,
CHEMBL2304404,Adenosine receptor A1,P47745,
CHEMBL2304405,Substance-K receptor,P51144,
CHEMBL2304406,D(3) dopamine receptor,P52703,
CHEMBL2304407,5-hydroxytryptamine receptor 1D,Q60484,
CHEMBL2304408,5-hydroxytryptamine receptor 1B,Q9N2B7,
CHEMBL2311226,Glycogen synthase kinase-3,P51136,
CHEMBL2311227,Putative glycogen synthase kinase,Q4QE15,
CHEMBL2311228,Cell division control protein 6 homolog,Q99741,ENSG00000094804
CHEMBL2311229,Vacuolar protein sorting-associated protein 4B,O75351,ENSG00000119541
CHEMBL2311230,ATPase family gene 2 protein homolog A,Q8NB90,ENSG00000145375
CHEMBL2311231,Vesicle-fusing ATPase,P46459,ENSG00000276262
CHEMBL2311232,Endoribonuclease Dicer,Q9UPY3,ENSG00000100697
CHEMBL2311233,Dynamin-2,P39052,
CHEMBL2311234,Receptor tyrosine-protein kinase erbB-2,P70424,
CHEMBL2311235,Threonine--tRNA ligase,Q8ZDW5,
CHEMBL2311236,High mobility group protein B1,P09429,ENSG00000189403
CHEMBL2311237,High mobility group protein B1,P63158,
CHEMBL2311238,Emopamil-binding protein-like,Q9BY08,ENSG00000123179
CHEMBL2311239,D-beta-D-heptose 7-phosphate kinase,B4EB35,
CHEMBL2311240,Putative silent information regulator 2,A0A6L0XH39,
CHEMBL2311242,Laforin,O95278,ENSG00000112425
CHEMBL2311243,D-3-phosphoglycerate dehydrogenase,O43175,ENSG00000092621
CHEMBL2321609,Cadherin-1,P12830,ENSG00000039068
CHEMBL2321610,NPC intracellular cholesterol transporter 1,O35604,
CHEMBL2321611,Protein-arginine deiminase type-2,Q08642,
CHEMBL2321612,O-acetylserine sulfhydrylase,P9WP55,
CHEMBL2321613,Potassium channel subfamily K member 3,O14649,ENSG00000171303
CHEMBL2321614,Potassium channel subfamily K member 9,Q9NPC2,ENSG00000169427
CHEMBL2321615,Potassium channel subfamily K member 2,O95069,ENSG00000082482
CHEMBL2321616,Protein Red,Q13123,ENSG00000113141
CHEMBL2321617,Voltage-gated potassium channel KCNC1,P25122,
CHEMBL2321618,Potassium voltage-gated channel subfamily B member 2,Q92953,ENSG00000182674
CHEMBL2321619,Non-receptor tyrosine-protein kinase TYK2,Q9R117,
CHEMBL2321620,AcrB protein,Q9AEG1,
CHEMBL2321621,Ubiquitin-like modifier-activating enzyme ATG7,O95352,ENSG00000197548
CHEMBL2321622,Ubiquitin-like modifier-activating enzyme 6,A0AVT1,ENSG00000033178
CHEMBL2321623,Ubiquitin-like modifier-activating enzyme 7,P41226,ENSG00000182179
CHEMBL2321624,Probable nuclear hormone receptor HR3,P31396,
CHEMBL2321625,G protein-coupled receptor,Q76SF8,
CHEMBL2321626,Atypical chemokine receptor 1,Q16570,ENSG00000213088
CHEMBL2321627,C-C chemokine receptor-like 2,O00421,ENSG00000121797
CHEMBL2321628,C-C chemokine receptor type 10,P46092,ENSG00000184451
CHEMBL2321629,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",Q8WZA1,ENSG00000085998
CHEMBL2321630,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",Q10469,ENSG00000168282
CHEMBL2321631,"Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase",Q6ZMB0,ENSG00000198488
CHEMBL2321632,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",Q02742,ENSG00000187210
CHEMBL2321633,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,Q9NS00,ENSG00000106392
CHEMBL2321634,"Beta-1,3-galactosyltransferase 1",Q9Y5Z6,ENSG00000172318
CHEMBL2321635,"Beta-1,3-galactosyltransferase 5",Q9Y2C3,ENSG00000183778
CHEMBL2321636,SH2 domain-containing protein 1A,O60880,ENSG00000183918
CHEMBL2321637,Kinesin-like protein KIF9,Q9HAQ2,ENSG00000088727
CHEMBL2321638,Poly [ADP-ribose] polymerase 1,Q9R152,
CHEMBL2321639,Histo-blood group ABO system transferase,P16442,ENSG00000281879
CHEMBL2321640,"Frataxin, mitochondrial",Q16595,ENSG00000165060
CHEMBL2321641,Steroid Delta-isomerase,P07445,
CHEMBL2321642,Neuraminidase,Q5IB64,
CHEMBL2321643,Histone-lysine N-methyltransferase SMYD3,Q9H7B4,ENSG00000185420
CHEMBL2321644,Histone-lysine N-methyltransferase KMT5C,Q86Y97,ENSG00000133247
CHEMBL2321645,Histone-lysine N-methyltransferase KMT5B,Q4FZB7,ENSG00000110066
CHEMBL2321646,Histone-lysine N-methyltransferase SETDB1,Q15047,ENSG00000143379
CHEMBL2331041,Potassium channel subfamily K member 10,P57789,ENSG00000100433
CHEMBL2331042,Potassium channel subfamily K member 18,Q7Z418,ENSG00000186795
CHEMBL2331044,Myelin transcription factor 1,Q01538,ENSG00000276876
CHEMBL2331045,"Carbonic anhydrase 2, isoform A",Q9VTU8,
CHEMBL2331046,Carbonic anhydrase 1,Q9V396,
CHEMBL2331047,Sodium/iodide cotransporter,Q63008,
CHEMBL2331048,Transmembrane protease serine 4,Q9NRS4,ENSG00000137648
CHEMBL2331049,Vascular endothelial growth factor receptor 2,Q5GIT4,
CHEMBL2331050,Disintegrin and metalloproteinase domain-containing protein 15,Q13444,ENSG00000143537
CHEMBL2331051,Palmitoyl-protein thioesterase 1,P50897,ENSG00000131238
CHEMBL2331052,Beta-galactosidase,O19015,
CHEMBL2331053,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",Q16875,ENSG00000170525
CHEMBL2331054,26S proteasome non-ATPase regulatory subunit 10,O75832,ENSG00000101843
CHEMBL2331055,GRB10-interacting GYF protein 2,Q6Y7W6,ENSG00000204120
CHEMBL2331056,HTH-type transcriptional regulator MgrA,P0C1S0,
CHEMBL2331057,Mitogen-activated protein kinase 10,Q61831,
CHEMBL2331058,Lysophosphatidic acid receptor 6,P43657,ENSG00000139679
CHEMBL2331059,Delta(24)-sterol reductase,Q15392,ENSG00000116133
CHEMBL2331061,Serine/threonine-protein kinase B-raf,P28028,
CHEMBL2331062,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",Q9WVR3,
CHEMBL2331063,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",Q6P549,
CHEMBL2331064,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",O15357,ENSG00000165458
CHEMBL2331065,Alpha-ketoglutarate-dependent dioxygenase FTO,Q9C0B1,ENSG00000140718
CHEMBL2331066,Beta-secretase 2,Q6IE75,
CHEMBL2331067,Alkaline ceramidase 2,Q5QJU3,ENSG00000177076
CHEMBL2331068,D-amino-acid oxidase,P18894,
CHEMBL2331069,Chorismatase,Q9KID9,
CHEMBL2331070,Acid ceramidase,Q6P7S1,
CHEMBL2331071,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",Q8BX10,
CHEMBL2331072,Dynamin-1-like protein,Q8K1M6,
CHEMBL2346484,Transcription factor MafK,O60675,ENSG00000198517
CHEMBL2346485,Streptokinase,P96471,
CHEMBL2346486,Nicotinamide N-methyltransferase,P40261,ENSG00000166741
CHEMBL2346487,Ribonucleoside-diphosphate reductase subunit alpha,P9WH75,
CHEMBL2346488,Proliferating cell nuclear antigen,P12004,ENSG00000132646
CHEMBL2346489,Kit ligand,P21583,ENSG00000049130
CHEMBL2346490,Cyclin-K,O75909,ENSG00000090061
CHEMBL2346491,CX3C chemokine receptor 1,P35411,
CHEMBL2346492,A disintegrin and metalloproteinase with thrombospondin motifs 13,Q76LX8,ENSG00000281244
CHEMBL2346493,Frizzled-1,Q9UP38,ENSG00000157240
CHEMBL2346494,Urotensin-2 receptor,Q8VIH9,
CHEMBL2354313,"Peptidoglycan D,D-transpeptidase MrdA",P0AD65,
CHEMBL2362976,Protein S100-A4,P26447,ENSG00000196154
CHEMBL2362978,DNA repair protein RAD52 homolog,P43351,ENSG00000002016
CHEMBL2362979,Probable global transcription activator SNF2L2,P51531,ENSG00000080503
CHEMBL2362980,Paired box protein Pax-8,Q06710,ENSG00000125618
CHEMBL2362981,TAR DNA-binding protein 43,Q13148,ENSG00000120948
CHEMBL2362982,Phosphoglycerate kinase,Q4GZG4,
CHEMBL2362983,Fibroblast growth factor 22,Q9HCT0,ENSG00000070388
CHEMBL2362984,Voltage-sensitive sodium channel alpha-subunit,Q86DI9,
CHEMBL2362985,Voltage-sensitive sodium channel,Q2VKV7,
CHEMBL2362986,Phospholipid-transporting ATPase ABCA1,O95477,ENSG00000165029
CHEMBL2362987,Transmembrane glycoprotein gp41,O40239,
CHEMBL2362988,Acetylcholinesterase,A2PZ98,
CHEMBL2362990,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",P31327,ENSG00000021826
CHEMBL2362992,Amidophosphoribosyltransferase,Q06203,ENSG00000128059
CHEMBL2362993,Dihydropteroate synthase,P0C0X1,
CHEMBL2362994,DNA polymerase/reverse transcriptase,Q9IF40,
CHEMBL2363000,Potassium voltage-gated channel subfamily B member 1,Q14721,ENSG00000158445
CHEMBL2363001,Potassium voltage-gated channel subfamily A member 10,Q16322,ENSG00000143105
CHEMBL2363009,Voltage-gated potassium channel KCNC2,Q96PR1,ENSG00000166006
CHEMBL2363011,Voltage-gated inwardly rectifying potassium channel KCNH6,Q9H252,ENSG00000173826
CHEMBL2363017,Voltage-gated inwardly rectifying potassium channel KCNH3,Q9ULD8,ENSG00000135519
CHEMBL2363050,Glutamate-gated chloride channel,P91730,
CHEMBL2363051,Glutamate-gated chloride channel,Q25634,
CHEMBL2363079,Voltage-activated calcium channel beta 1 subunit,Q95US7,
CHEMBL2363080,Voltage-activated calcium channel beta 2 subunit,Q962H3,
CHEMBL2363090,Small ribosomal subunit protein bS18,P0A7T7,
CHEMBL2363119,Large ribosomal subunit protein bL28,P0A7M2,
CHEMBL2363121,Large ribosomal subunit protein uL2,P60422,
CHEMBL2364026,Pyruvate dehydrogenase [NADP(+)],Q968X7,
CHEMBL2364027,Pyruvate:ferredoxin oxidoreductase,Q24982,
CHEMBL2364151,Thioredoxin reductase,Q6A5E8,
CHEMBL2364152,Thioredoxin reductase,Q8CPY8,
CHEMBL2364155,Interleukin-6 receptor subunit alpha,P08887,ENSG00000160712
CHEMBL2364156,T-lymphocyte activation antigen CD86,P42081,ENSG00000114013
CHEMBL2364157,T-lymphocyte activation antigen CD80,P33681,ENSG00000121594
CHEMBL2364158,Tumor necrosis factor ligand superfamily member 13B,Q9Y275,ENSG00000102524
CHEMBL2364159,Synaptosomal-associated protein 25,P60880,ENSG00000132639
CHEMBL2364160,Vesicle-associated membrane protein 2,P63027,ENSG00000220205
CHEMBL2364161,Tumor necrosis factor receptor superfamily member 8,P28908,ENSG00000120949
CHEMBL2364162,Tumor necrosis factor ligand superfamily member 11,O14788,ENSG00000120659
CHEMBL2364163,Complement C5,P01031,ENSG00000106804
CHEMBL2364164,Cytotoxic T-lymphocyte protein 4,P16410,ENSG00000163599
CHEMBL2364165,Fusion glycoprotein F0,Q89535,
CHEMBL2364668,Dihydropteroate synthase,P0AC13,
CHEMBL2364669,Dihydrofolate reductase,P0ABQ4,
CHEMBL2364670,Beta-lactamase TEM,P62593,
CHEMBL2364671,Isoleucine--tRNA ligase,Q99YW3,
CHEMBL2364673,"1,3-beta-glucan synthase",O13428,
CHEMBL2364674,"1,3-beta-glucan synthase",Q4WLT4,
CHEMBL2364678,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,P0AEK4,
CHEMBL2364679,Squalene monooxygenase,Q4JEY0,
CHEMBL2364680,Thymidylate synthase,P12461,
CHEMBL2366401,Cytochrome P450 14alpha-demethylase,A1XG20,
CHEMBL2366402,Glutamine synthetase,A1YYP7,
CHEMBL2366405,Esterase,A3QR02,
CHEMBL2366406,PDE7B protein,A6QP37,
CHEMBL2366408,Nicotinic acetylcholine receptor alpha 5 subunit,A9XFY4,
CHEMBL2366409,AChE2,B3SST5,
CHEMBL2366410,Carboxylesterase,B3TNN2,
CHEMBL2366411,Delta(14)-sterol reductase,B4FS76,
CHEMBL2366412,Phenol oxidase,B5U2Z5,
CHEMBL2366413,Cycloeucalenol cycloisomerase,B6TK44,
CHEMBL2366415,Acetolactate synthase,C0L093,
CHEMBL2366416,Odorant-binding protein 1,C1KUY1,
CHEMBL2366417,Odorant-binding protein 2,C1KUY2,
CHEMBL2366418,Odorant-binding protein 3,C1KUY3,
CHEMBL2366419,Protoporphyrinogen IX oxidase,C1N1S5,
CHEMBL2366421,Tubulin alpha 4a,C5ISA2,
CHEMBL2366422,Acetylcholinesterase,C5IU80,
CHEMBL2366423,Glutamine synthetase,C5IW59,
CHEMBL2366424,Putative protoporphyrinogen IX oxidase,C6L817,
CHEMBL2366425,Cytochrome b,P24964,
CHEMBL2366426,Voltage-gated sodium channel Nav1 alpha subunit,D0E0C1,
CHEMBL2366427,Polyphenol oxidase,D1KEB8,
CHEMBL2366428,"Voltage-dependent L-type calcium channel, putative",E0VY79,
CHEMBL2366429,Uncharacterized protein,E1BKU0,
CHEMBL2366430,Glutathione synthetase,A0A1I7V6Q8,
CHEMBL2366431,P450 sterol 14-alpha-demethylase,E3SW77,
CHEMBL2366433,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",G2YM83,
CHEMBL2366434,Photosystem I iron-sulfur center,G3EFH9,
CHEMBL2366435,Threonyl-tRNA synthase,G3FIN0,
CHEMBL2366436,Protoporphyrinogen oxidase,G7L3C0,
CHEMBL2366437,Nicotinic acetylcholine receptor alpha8 subunit,H6TY12,
CHEMBL2366438,ACCase,H9BT73,
CHEMBL2366439,Ryanodien receptor,H9CNL0,
CHEMBL2366440,Ryanodine receptor,I3VR33,
CHEMBL2366441,Gamma-glutamyltranspeptidase,A0A1I7V8J2,
CHEMBL2366442,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",J3SE37,
CHEMBL2366443,Acetolactate synthase,J7HAW4,
CHEMBL2366444,Peroxidase,K2RV19,
CHEMBL2366446,Acetylcholinesterase,K4JQ36,
CHEMBL2366447,Carboxylesterase,K4JRP7,
CHEMBL2366448,Hemagglutinin,K7N5L2,
CHEMBL2366450,"Casein kinase 1, delta tv1",M3VH47,
CHEMBL2366451,Chitinase A1,M5BZV0,
CHEMBL2366452,Histidine biosynthesis bifunctional protein HisB,P06987,
CHEMBL2366453,Voltage-dependent calcium channel alpha-1 subunit,O18323,
CHEMBL2366455,"Protoporphyrinogen oxidase, chloroplastic",O24163,
CHEMBL2366456,Voltage-dependent L-type calcium channel subunit alpha-1C,O35505,
CHEMBL2366457,Cytochrome b-245 light chain,O46521,
CHEMBL2366458,AMP deaminase,O80452,
CHEMBL2366459,"3',5'-cyclic-AMP phosphodiesterase 4A",O89085,
CHEMBL2366461,Cytochrome b6-f complex subunit 4,P00166,
CHEMBL2366462,Ketol-acid reductoisomerase (NADP(+)),P05793,
CHEMBL2366463,Photosystem II protein D1,P06402,
CHEMBL2366464,Histidinol dehydrogenase,P06988,
CHEMBL2366465,Photosystem I iron-sulfur center,P10098,
CHEMBL2366466,Glucosyltransferase-SI,P13470,
CHEMBL2366467,Muscarinic acetylcholine receptor DM1,P16395,
CHEMBL2366468,G2/mitotic-specific cyclin-B,P18063,
CHEMBL2366469,Glutamate--cysteine ligase catalytic subunit,P19468,
CHEMBL2366470,Acetylcholine receptor subunit beta-like 2,P25162,
CHEMBL2366472,15-cis-phytoene desaturase,P26294,
CHEMBL2366473,Probable glutathione reductase 2,P30635,
CHEMBL2366474,"Triosephosphate isomerase, chloroplastic",P46225,
CHEMBL2366475,Glutathione S-transferase,P46426,
CHEMBL2366476,"Glutathione reductase, mitochondrial",P47791,
CHEMBL2366477,Vacuolar acid trehalase,P48016,
CHEMBL2366479,"Protoporphyrinogen oxidase 1, chloroplastic",P55826,
CHEMBL2366480,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,P62615,
CHEMBL2366481,Photosystem II protein D1,P69560,
CHEMBL2366482,Obtusifoliol 14-alpha demethylase,P93846,
CHEMBL2366483,Glutamate--cysteine ligase catalytic subunit,P97494,
CHEMBL2366484,Glutamate receptor-interacting protein 1,P97879,
CHEMBL2366485,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",Q007T0,
CHEMBL2366486,Glutamine synthetase,Q01HZ7,
CHEMBL2366487,Glutamate racemase,Q04IS7,
CHEMBL2366488,D-alanine--D-alanine ligase,Q1CTD3,
CHEMBL2366489,Bifunctional dihydrofolate reductase-thymidylate synthase,Q27552,
CHEMBL2366490,Acetylcholinesterase,Q27677,
CHEMBL2366491,Tubulin polymerization-promoting protein,Q27957,
CHEMBL2366492,"Sterol-8,7-isomerase",Q2TU57,
CHEMBL2366493,Chloroplast thylakoid membrane protein (psbA),Q31945,
CHEMBL2366494,Acetyl-CoA carboxylase,Q3V4E6,
CHEMBL2366495,"Oxygen-dependent coproporphyrinogen-III oxidase, chloroplastic",Q42840,
CHEMBL2366496,Glutamine synthetase,Q42950,
CHEMBL2366497,Putative uncharacterized protein,A0A0D1C8X8,
CHEMBL2366498,Liver carboxylesterase B-1,Q63010,
CHEMBL2366499,"Ketol-acid reductoisomerase, chloroplastic",Q65XK0,
CHEMBL2366500,Photosystem II reaction center protein M,Q672I5,
CHEMBL2366501,Potassium channel protein,Q6I9B6,
CHEMBL2366504,Structural capsid protein,Q76129,
CHEMBL2366505,Integrase,Q76353,
CHEMBL2366506,Octopamine receptor,Q7YWB7,
CHEMBL2366507,Large conductance calcium activated potassium channel pSlo spliceform 1-5A,Q8I9V1,
CHEMBL2366508,Phytoene desaturase,Q8W433,
CHEMBL2366509,Protoporphyrinogen oxidase 2,Q94IG7,
CHEMBL2366510,"Protoporphyrinogen oxidase, chloroplastic",Q9AR38,
CHEMBL2366511,Acetylcholinesterase,Q9BMJ1,
CHEMBL2366512,Protoporphyrinogen IX oxidase,Q9FYV8,
CHEMBL2366513,Glutamate--cysteine ligase,Q9NFN6,
CHEMBL2366514,Ace-orthologous acetylcholinesterase,Q9NJH6,
CHEMBL2366515,Protoporphyrinogen IX oxidase,Q9SPL6,
CHEMBL2366516,Reverse transcriptase,Q9WKE8,
CHEMBL2366517,Protease,Q9YQ12,
CHEMBL2366519,G-protein coupled receptor,Q9NG02,
CHEMBL2366523,Acetolactate synthase,A7XBP7,
CHEMBL2366555,Acetolactate synthase,Q8S3J0,
CHEMBL2366557,Photosystem Q(B) protein,Q9XQA6,
CHEMBL2366572,Pheromone-degrading enzyme,Q3KVM1,
CHEMBL2375201,Tyrosine-protein kinase transmembrane receptor ROR2,Q01974,ENSG00000169071
CHEMBL2375202,Lymphocyte antigen 96,Q9Y6Y9,ENSG00000154589
CHEMBL2375203,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",Q921V5,
CHEMBL2375204,Acyl-CoA wax alcohol acyltransferase 2,Q6E213,ENSG00000147160
CHEMBL2375205,Acyl-CoA wax alcohol acyltransferase 1,Q58HT5,ENSG00000204195
CHEMBL2375206,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",Q09327,ENSG00000128268
CHEMBL2375207,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",P26572,ENSG00000131446
CHEMBL2380186,Transcriptional activator Myb,P01103,
CHEMBL2380187,Protein mono-ADP-ribosyltransferase PARP6,Q2NL67,ENSG00000137817
CHEMBL2380188,Protein mono-ADP-ribosyltransferase TIPARP,Q7Z3E1,ENSG00000163659
CHEMBL2380189,Protein mono-ADP-ribosyltransferase PARP11,Q9NR21,ENSG00000111224
CHEMBL2380190,Endothelial lipase,Q9WVG5,
